text,vague_label
пожалуйста орет брат,DELTA_MINUS_25
закрой окно,UNKNOWN
пожалуйста орет пожалуйса,DELTA_MINUS_25
слушай чуть чуть потише сейчас,DELTA_MINUS_5
пожалуйста выруби звук брат,SET_0
ну без звука плиз,SET_0
короче открой ютуб пожалуйста,UNKNOWN
эй бивис заткнись быстро,SET_0
пожалуйста сделай громче быстро,DELTA_PLUS_10
днамики рвуться плиз,DELTA_MINUS_25
слушай на ноль,SET_0
бивс расскажи анекдот,UNKNOWN
эй бивис какая погода сейчас,UNKNOWN
эй бивис чуть громче сейчас,DELTA_PLUS_5
короче поставь таймер брат,UNKNOWN
ну сделай почти без звука быстро,SET_10
короче комфортно сейчас,SET_60
бивис расскажи анекдот быстро,UNKNOWN
брух очеень тихо,DELTA_PLUS_25
бивис слегка тише быстро,DELTA_MINUS_5
приглуши сейчас,SET_20
обычный уровнеь сейчас,SET_60
ну бивис чуть чуть потише сейчас,DELTA_MINUS_5
эй бивис почти на максимум брат,SET_90
бивис уши режет сейчас,DELTA_MINUS_25
пожалуйста заткнись пожалуйста,SET_0
пожалуйста какая погода,UNKNOWN
слушай громче,DELTA_PLUS_10
эй бивис а ну тихо плиз,DELTA_MINUS_10
короче уши ржеет,DELTA_MINUS_25
короче орет,DELTA_MINUS_25
ну обычный уровень брат,SET_60
брух почти на максимум плиз,SET_90
бивис какая поггода брат,UNKNOWN
эй бивис плохо слышно брат,DELTA_PLUS_15
бивис закрой окно пожалуста,UNKNOWN
очень тихо сейчас,DELTA_PLUS_25
пожалуйста тихо слышнно,DELTA_PLUS_15
брух слишком громко плиз,DELTA_MINUS_15
слушай сделай приглушенно быстро,SET_20
ну открой ютуб плиз,UNKNOWN
бивис очень тихо сейчас,DELTA_PLUS_25
брух сделай скриншт брат,UNKNOWN
короче на середину пожалуйста,SET_50
слушай очень тихо пожалуйста,DELTA_PLUS_25
брух сделлай еле слышно быстро,SET_10
эй бивис очень громко плиз,DELTA_MINUS_25
эй бивис чуть чуть громче пожалуйста,DELTA_PLUS_5
переключи песню сейчас,UNKNOWN
короче звук режет уши пожалуйста,DELTA_MINUS_25
брух обычный уровень плиз,SET_60
ну заглуши звук сейчас,SET_0
слушай зактни пожалуйста,SET_0
закрой окно пожалуйста,UNKNOWN
брух прибавь сейчас,DELTA_PLUS_10
слушай расскажи анекдот плиз,UNKNOWN
заткнись пожалуйста,SET_0
короче закрой окно сейчас,UNKNOWN
бивис слишком громо брат,DELTA_MINUS_15
не слыншо быстро,DELTA_PLUS_25
мьют сеейчас,SET_0
ну нормальо брат,SET_50
эй бивис мьют,SET_0
брух почти оглох быстро,DELTA_MINUS_25
ну сделай погромче нормально плиз,SET_70
ну громко слишком пожалуйста,DELTA_MINUS_15
эй бивис что по времени пожалуйста,UNKNOWN
бивис переключи песню пожалуйста,UNKNOWN
эй бивис очень тихо быстро,DELTA_PLUS_25
эй биивс сделай тише быстро,DELTA_MINUS_10
пожалуйста орёт сейчас,DELTA_MINUS_25
слушай расскажи анекдот сейчас,UNKNOWN
бивис сделай очень тихо плиз,SET_10
ну открой брауер,UNKNOWN
короче потише пожалуйста,DELTA_MINUS_10
эй бивис громко слишком,DELTA_MINUS_15
бивис чуть тише быстро,DELTA_MINUS_5
брух врыуби звук плиз,SET_0
ну очень тихо слышно сейчас,DELTA_PLUS_15
слушай громко слишком брат,DELTA_MINUS_15
ну слышно фиово,DELTA_PLUS_15
слушай слишком громко,DELTA_MINUS_15
корочче очень тихо слышно,DELTA_PLUS_15
ну слеегка тише плиз,DELTA_MINUS_5
пожалуйста очень тихо слышно плиз,DELTA_PLUS_15
коорче приглуши сейчас,SET_20
пожалуйста чуть чуть громче,DELTA_PLUS_5
пожалуйста слегка тише пожалуйста,DELTA_MINUS_5
брух сделай ноль плиз,SET_0
пожалуйса зактни,SET_0
эй биивис заткнись быстро,SET_0
короче замочли,SET_0
короче орет сейчас,DELTA_MINUS_25
ну орёт брат,DELTA_MINUS_25
бивис закрой окно сейчас,UNKNOWN
пожалуйста выруби звук,SET_0
бивис очень тихо плиз,DELTA_PLUS_25
эй бивис немного тише сейчас,DELTA_MINUS_5
слушай а ну тихо брат,DELTA_MINUS_10
брух еле слышнно,DELTA_PLUS_15
фигово слшыно,DELTA_PLUS_15
бивис запусти блокнот сейчас,UNKNOWN
пожалуйста заглуши звук плиз,SET_0
слушай поставь на ноль сейчас,SET_0
ну звук режет уши пожалуйста,DELTA_MINUS_25
ну пеереключи песню плиз,UNKNOWN
пожалуйста сделай погромче нормально сейчас,SET_70
брух зактни быстро,SET_0
пожалуйста приглуши,SET_20
эй бивис выключи звук сейчас,SET_0
короче орет пожалуйста,DELTA_MINUS_25
бивис чуть громче быстро,DELTA_PLUS_5
очеь громко,DELTA_MINUS_25
бивис плохо слышно брат,DELTA_PLUS_15
бвис совсем не слышно плиз,DELTA_PLUS_25
открой браузер брат,UNKNOWN
брух чуть громче плиз,DELTA_PLUS_5
слушай громче пожалуйста,DELTA_PLUS_10
короче очень тихо слышно,DELTA_PLUS_15
биис почти на максимум брат,SET_90
заглуши звук пожалуйста,SET_0
слушай сделай тише быстро,DELTA_MINUS_10
эй бивис без звука пожалуйста,SET_0
слушай сделай почти без звука,SET_10
биивс орёт плиз,DELTA_MINUS_25
ну чуть тише быстрро,DELTA_MINUS_5
брух добавь громкости быстро,DELTA_PLUS_10
убери звук,SET_0
короче убаь плиз,DELTA_MINUS_10
эй бивис заткни,SET_0
пожалуйста почти максимум плиз,SET_90
ну динамики рвуться пожалуйста,DELTA_MINUS_25
сделай поочти без звука брат,SET_10
нормально пожалуйста,SET_50
ну звук еле слышно сейчас,DELTA_PLUS_15
сделай звук еле еле сейчас,SET_10
эй бивис фигово слышно пожалуйста,DELTA_PLUS_15
слушай что по времени пожалуйста,UNKNOWN
ну тише сейчас,DELTA_MINUS_10
эй бивис чуть убавь быыстро,DELTA_MINUS_5
вырбуи звук плиз,SET_0
короче почти оглох сейчас,DELTA_MINUS_25
бивис уши режет пожалуйста,DELTA_MINUS_25
брух запусти блоконт,UNKNOWN
эй бивис заткнись,SET_0
брух без звука быстро,SET_0
