text,target
дружище заметки one note выключи,onenote
ну ка закрыть замитки one note,onenote
дружище close oenote,onenote
алло прибей заметкиonenote,onenote
эй бивис убей процесс onenote,onenote
ну ка убей процесс замитки one note,onenote
алло закрой пожалуйста ваннат,onenote
бивис закрывай ваннат,onenote
beavis снеси замитки one note,onenote
beavis скрой заметки one note,onenote
заметкиonenote вниз,onenote
убери замедки one note с экрана,onenote
эй бивис сврени замедки one note,onenote
бивис сврени вннот,onenote
бивис minimize замитки one note,onenote
ну ка заметкы one note вниз,onenote
брух сверни пожалуйста заметкы one note,onenote
дружище сверний заметки one note,onenote
алло one note вниз,onenote
beavis minimize ванот,onenote
ну ка сверни ваннот,onenote
брух спрячь ванот,onenote
эй бивис отправь замтки one note вниз,onenote
брух кинь вниз ваннат,onenote
эй бивис сверни замедки one note,onenote
бивис скрой заметки one note,onenote
эй бивис заметки one note сверни,onenote
beavis сверни пожалуйста onenote,onenote
бивис сврени ванот,onenote
бивис убери окно заметки one note,onenote
ну ка спрячь замтки one note,onenote
брух кинь вниз oneote,onenote
бивис убери замтки one note с экрана,onenote
алло сверний oenote,onenote
бивис minimize one note,onenote
ну ка отправь ванот вниз,onenote
beavis сверний замтки one note,onenote
beavis сврени oneote,onenote
бивис отправь oenote вниз,onenote
бивис сверний заметкиonenote,onenote
сверни ваннот,onenote
слушай спрячь one note,onenote
слушай убери заметки one note с экрана,onenote
эй бивис спрячь заметкиonenote,onenote
дружище замитки one note вниз,onenote
beavis замитки one note вниз,onenote
алло сверни в панель заметкы one note,onenote
дружище сврени саметки one note,onenote
убери замтки one note с экрана,onenote
алло убери саметки one note с экрана,onenote
дружище убери окно заметкиonenote,onenote
убери окно one note,onenote
слушай ваннат спрячь,onenote
ну ка кинь вниз замтки one note,onenote
